0.000000	0.208980	
0.208980	2.883084	
2.883084	4.184649	
4.184649	4.877483	
4.877483	5.523039	
5.523039	8.137211	
8.137211	9.447982	
9.447982	10.117098	
10.117098	10.777370	
10.777370	13.406190	
13.406190	14.707392	
14.707392	15.389161	
15.389161	16.033401	
16.033401	18.716621	
18.716621	20.014717	
20.014717	20.663855	
20.663855	21.317302	
21.317302	23.992993	
23.992993	25.279161	
25.279161	25.963900	
25.963900	26.619728	
26.619728	29.238481	
29.238481	30.553651	
30.553651	31.172630	
31.172630	31.881519	
31.881519	34.554082	
34.554082	37.154807	
37.154807	39.765533	
39.765533	41.048866	
41.048866	42.336032	
42.336032	45.051179	
45.051179	46.355646	
46.355646	47.685034	
47.685034	48.992630	
48.992630	50.247052	
50.247052	51.575238	
51.575238	52.884535	
52.884535	54.180204	
54.180204	55.457846	
55.457846	56.757868	
56.757868	58.096349	
58.096349	59.349546	
59.349546	60.654150	
60.654150	63.279138	
63.279138	65.939660	
65.939660	68.566667	
68.566667	69.849864	
69.849864	70.505079	
70.505079	71.230862	
71.230862	73.817302	
73.817302	75.138571	
75.138571	75.813515	
75.813515	76.449683	
76.449683	79.092653	
79.092653	80.446259	
80.446259	81.065805	
81.065805	81.713311	
81.713311	84.403424	
84.403424	85.669592	
85.669592	86.326825	
86.326825	87.014331	
87.014331	89.665828	
89.665828	90.959093	
90.959093	91.618095	
91.618095	92.331791	
92.331791	94.904331	
94.904331	96.230771	
96.230771	96.893810	
96.893810	97.553673	
97.553673	100.154785	
100.154785	102.797483	
102.797483	105.421315	
105.421315	106.770590	
106.770590	108.047800	
108.047800	110.751338	
110.751338	112.029660	
112.029660	113.337528	
113.337528	114.683447	
114.683447	115.934308	
115.934308	117.213492	
117.213492	118.541270	
118.541270	119.855805	
119.855805	121.132472	
121.132472	122.430295	
122.430295	123.770159	
123.770159	125.057574	
125.057574	126.339388	
126.339388	128.920363	
128.920363	131.625850	
131.625850	134.226485	
134.226485	136.838685	
136.838685	141.982812	
141.982812	144.625782	
144.625782	147.258435	
147.258435	149.845079	
149.845079	152.445533	
152.445533	153.744104	
153.744104	155.056667	
155.056667	156.344785	
156.344785	157.664921	
157.664921	158.977029	
158.977029	160.319342	
160.319342	161.584966	
161.584966	162.820181	
162.820181	164.162222	
164.162222	165.509410	
165.509410	166.785964	
166.785964	168.042426	
168.042426	170.666349	
170.666349	173.251723	
173.251723	174.644308	
174.644308	175.954014	
175.954014	177.208390	
177.208390	178.480975	
178.480975	179.824331	
179.824331	181.109093	
181.109093	182.416531	
182.416531	183.745578	
183.745578	185.042698	
185.042698	186.387959	
186.387959	187.656009	
187.656009	188.933265	
188.933265	191.472948	
191.472948	194.114943	
194.114943	195.478254	
195.478254	196.814376	
196.814376	198.096893	
198.096893	199.358073	
199.358073	200.657528	
200.657528	201.970295	
201.970295	203.315669	
203.315669	204.612177	
204.612177	205.912041	
205.912041	207.244989	
207.244989	208.538005	
208.538005	209.800998	
209.800998	230.673878	
230.673878	231.565782	
231.565782	236.533311	
