0.000000	0.413447	
0.413447	6.069887	
6.069887	11.786440	
11.786440	17.527982	
17.527982	23.206599	
23.206599	28.961565	
28.961565	34.660431	
34.660431	40.403379	
40.403379	46.064014	
46.064014	48.909410	
48.909410	51.783401	
51.783401	54.668141	
54.668141	57.542109	
57.542109	60.358730	
60.358730	63.249161	
63.249161	66.050340	
66.050340	68.936417	
68.936417	71.820680	
71.820680	74.632404	
74.632404	77.533764	
77.533764	80.394399	
80.394399	83.217188	
83.217188	86.131383	
86.131383	88.981338	
88.981338	91.820703	
91.820703	97.471020	
97.471020	103.271293	
103.271293	108.957551	
108.957551	114.631429	
114.631429	117.502812	
117.502812	120.355079	
120.355079	123.220023	
123.220023	126.119569	
126.119569	128.965646	
128.965646	131.843832	
131.843832	134.668095	
134.668095	137.511678	
137.511678	140.354263	
140.354263	143.203175	
143.203175	146.114127	
146.114127	148.950317	
148.950317	154.665805	
154.665805	157.603333	
157.603333	160.385442	
160.385442	166.103741	
166.103741	168.992041	
168.992041	171.780317	
171.780317	177.487098	
177.487098	180.370249	
180.370249	183.248980	
183.248980	186.095578	
186.095578	188.968095	
188.968095	191.808844	
191.808844	194.672358	
194.672358	197.539796	
197.539796	200.411338	
200.411338	203.211655	
203.211655	206.107710	
206.107710	208.930113	
208.930113	211.855057	
211.855057	214.688413	
214.688413	217.476871	
217.476871	220.416757	
220.416757	223.281746	
223.281746	226.088413	
226.088413	228.968277	
228.968277	231.804898	
231.804898	234.736984	
234.736984	237.512608	
237.512608	240.382993	
240.382993	243.299546	
243.299546	246.110930	
246.110930	248.986576	
248.986576	251.794354	
251.794354	254.703220	
254.703220	257.517120	
257.517120	260.421224	
260.421224	263.198617	
263.198617	266.074104	
266.074104	268.962426	
268.962426	271.836349	
271.836349	274.798163	
274.798163	277.844921	
277.844921	278.439977	
